Asp,Elev,FalB1,FalB2,FalB3,FalB4,FalB5,FalB6,FalTCb,FalTCg,FalTCw,LAE,NDVIMin,NDVIMax,NDVIMedian,NDVIDiff,Slpp,SprB1,SprB2,SprB3,SprB4,SprB5,SprB6,SprTCb,SprTCg,SprTCw,SumB1,SumB2,SumB3,SumB4,SumB5,SumB6,SumTcb,SumTcg,SumTCw,ppti,tavei,dep
-1,2209,602,870,1138,2074,2664,2201,1353,190,-1896,2974,2096,3334,2647,687,1,826,1184,1457,2403,3141,2617,1596,224,-2235,620,930,1175,2086,2785,2271,1415,199,-1982,8820,38328,6281
-1,2192,645,899,1173,1950,3167,2575,1609,226,-2254,2956,1637,3634,2264,1370,1,806,1194,1518,2532,3828,3212,1945,273,-2724,723,1045,1312,2377,3362,2635,1708,240,-2393,8596,38723,6281
-1,2195,606,840,1092,1890,3097,2424,1573,221,-2204,2957,1691,4310,2283,2027,2,794,1179,1545,2621,3859,3187,1960,275,-2746,698,1048,1307,2456,3371,2555,1712,240,-2399,8596,38723,6281
-1,2189,765,1072,1415,2400,3445,2812,1750,246,-2452,2952,1793,3409,2291,1119,0,868,1247,1558,2494,3778,3271,1919,269,-2689,778,1140,1466,2386,3579,2908,1818,255,-2547,8549,38716,6281
45,1952,825,1212,1767,2565,2995,2687,1521,214,-2132,2761,1546,2555,1901,654,1,881,1240,1828,2677,3173,2900,1612,226,-2258,822,1194,1788,2704,3251,2871,1652,232,-2314,6351,39649,6281
-1,1733,987,1439,2168,3013,3589,3079,1823,256,-2554,2505,1175,1668,1349,319,1,1375,1983,2939,3827,4726,4274,2401,337,-3363,1288,1846,2799,3714,4557,4055,2315,325,-3243,6163,40521,6281
-1,1662,1320,1834,2628,3238,3521,3399,1789,251,-2506,2430,1025,1372,1153,219,1,1369,1838,2669,3398,3662,3503,1860,261,-2606,1329,1776,2592,3307,3504,3313,1780,250,-2494,5880,40906,6281
241,1708,987,1495,2273,3046,3674,3243,1866,262,-2615,2478,1107,1625,1275,350,4,1384,1896,2866,3661,4512,4069,2292,322,-3211,1299,1776,2706,3502,4440,3877,2256,317,-3160,6038,40555,6281
-1,1705,1217,1671,2462,3247,3877,3441,1970,276,-2759,2475,1115,1462,1203,259,3,1456,1985,2985,3774,4625,4148,2350,330,-3292,1422,1939,2939,3788,4574,4072,2324,326,-3255,6048,40557,6281
-1,1775,781,1136,1558,2265,3016,2668,1532,215,-2146,2547,1215,2145,1504,641,1,959,1407,2013,2775,3734,3303,1897,266,-2657,925,1355,1933,2623,3622,3221,1840,258,-2578,6238,40504,6281
-1,1758,756,1093,1478,2220,2962,2500,1505,211,-2108,2528,1208,2745,1506,1239,2,855,1295,1839,2636,3451,2964,1753,246,-2456,830,1246,1769,2440,3380,2864,1717,241,-2406,6338,40502,6281
149,1765,854,1257,1892,2582,3284,2931,1668,234,-2337,2535,1187,1906,1361,545,5,1088,1578,2443,3255,4165,3626,2116,297,-2964,1025,1477,2291,3033,3933,3414,1998,280,-2799,6297,40502,6281
-1,1773,786,1111,1511,2166,2940,2631,1494,210,-2092,2545,1158,2123,1464,659,1,933,1382,1946,2687,3649,3238,1854,260,-2597,908,1345,1928,2602,3557,3147,1807,254,-2532,6246,40503,6281
108,1761,808,1155,1647,2369,3068,2722,1559,219,-2183,2530,1243,2113,1464,650,4,982,1433,2141,2919,3909,3431,1986,279,-2782,921,1338,1996,2683,3740,3241,1900,267,-2662,6325,40498,6281
323,1783,777,1092,1466,2175,2944,2608,1496,210,-2095,2557,1244,2244,1577,667,4,956,1415,2014,2768,3735,3286,1897,266,-2658,906,1312,1902,2595,3567,3122,1812,254,-2539,6244,40495,6281
-1,1770,807,1212,1772,2457,3113,2730,1581,222,-2216,2541,1234,2107,1456,651,0,1014,1529,2247,3071,3810,3395,1935,272,-2712,966,1442,2139,2884,3672,3249,1865,262,-2613,6196,40511,6281
-1,1770,788,1179,1688,2364,3002,2698,1525,214,-2137,2541,1235,2285,1456,830,0,1008,1583,2250,3066,3775,3267,1918,269,-2687,918,1371,2055,2804,3564,3106,1811,254,-2536,6209,40510,6281
-1,1755,816,1201,1751,2441,3125,2747,1588,223,-2224,2525,1184,2216,1394,822,2,1015,1561,2256,3043,3838,3361,1950,274,-2732,988,1495,2205,2901,3712,3232,1886,265,-2642,6240,40511,6281
-1,1777,781,1160,1628,2351,3031,2686,1540,216,-2157,2549,1254,2135,1501,634,2,981,1454,2119,2905,3828,3399,1945,273,-2724,932,1363,2026,2751,3682,3235,1870,263,-2620,6198,40512,6281
-1,1778,816,1271,1927,2640,3130,2780,1590,223,-2228,2549,1210,2264,1382,882,2,1017,1562,2390,3155,3758,3248,1909,268,-2675,963,1446,2250,2981,3618,3145,1838,258,-2575,6229,40504,6281
239,1779,749,1052,1407,2127,2839,2502,1442,202,-2021,2553,1218,2400,1582,818,2,935,1340,1869,2592,3704,3236,1882,264,-2636,898,1308,1868,2524,3571,3127,1814,255,-2541,6236,40503,6281
-1,1772,766,1086,1492,2211,2892,2499,1469,206,-2058,2544,1199,2331,1523,808,2,898,1345,1892,2667,3526,3054,1791,251,-2509,868,1299,1848,2545,3463,2992,1759,247,-2465,6204,40509,6281
153,1752,674,1027,1460,2153,2745,2259,1394,196,-1954,2519,1165,2255,1399,856,4,1021,1456,2114,2837,3806,3347,1933,271,-2709,951,1344,1975,2612,3618,3141,1838,258,-2575,6354,40515,6281
252,1709,1124,1580,2313,3057,3370,2915,1712,240,-2398,2480,1011,1475,1182,293,5,1405,1961,2869,3625,4063,3664,2064,290,-2892,1355,1834,2766,3531,3965,3512,2014,283,-2822,6033,40553,6281
254,1707,1130,1496,1853,2406,2990,2566,1519,213,-2128,2460,1040,1479,1156,324,11,1595,2142,2631,3292,3968,3542,2016,283,-2824,1555,2044,2529,3177,3632,3191,1845,259,-2585,6444,40825,6281
90,1714,1240,1763,2002,2336,2998,2636,1523,214,-2134,2458,721,1089,899,190,13,1699,2294,2734,3265,4050,3622,2057,289,-2882,1446,2145,2536,3062,3777,3297,1919,269,-2688,6396,40700,6281
31,1651,911,1230,1583,2258,2467,2187,1253,176,-1756,2409,1120,1735,1318,417,2,1212,1611,2136,2764,3072,2833,1561,219,-2186,1175,1602,2175,2899,3083,2791,1566,220,-2194,5981,40958,6281
-1,1662,833,1181,1552,2161,2429,2160,1234,173,-1729,2420,1124,1679,1327,352,3,1073,1461,1965,2546,3002,2731,1525,214,-2137,1054,1475,1973,2616,2944,2604,1496,210,-2095,5830,40997,6281
180,1679,1113,1549,2057,2672,2618,2285,1330,187,-1863,2427,945,1452,1105,348,3,1504,2054,2672,3321,3206,2887,1629,229,-2282,1423,1934,2517,3171,3125,2688,1588,223,-2224,6182,41001,6281
-1,1671,1351,1842,2361,2982,3069,2790,1559,219,-2184,2420,943,1298,1068,230,1,1662,2243,2847,3502,3622,3354,1840,258,-2578,1621,2136,2757,3451,3511,3128,1784,250,-2499,6428,40974,6281
-1,1643,938,1228,1561,2267,2396,2096,1217,171,-1705,2397,1130,1702,1302,400,0,1312,1678,2155,2804,3065,2813,1557,219,-2181,1218,1560,2029,2636,2916,2609,1481,208,-2075,5852,40996,6281
-1,1681,1007,1323,1720,2261,2735,2523,1389,195,-1946,2426,1144,1792,1300,492,2,1348,1838,2388,3139,3579,3251,1818,255,-2547,1322,1799,2325,3018,3405,3024,1730,243,-2423,6489,40981,6281
41,1725,877,1288,1759,2467,2599,2350,1320,185,-1850,2492,1120,1675,1374,301,9,1281,1770,2426,3101,3149,2867,1600,225,-2241,1138,1564,2184,2886,3002,2721,1525,214,-2137,6160,40566,6281
-1,1695,1504,2044,2594,3269,3644,3339,1851,260,-2593,2443,972,1392,1066,326,1,1865,2532,3178,3925,4200,3884,2134,299,-2989,1811,2399,3056,3820,4032,3645,2048,287,-2870,6530,40927,6281
-1,1731,787,1072,1401,1947,2631,2361,1337,188,-1872,2482,1231,1937,1473,464,3,1151,1507,1960,2646,3358,3057,1706,239,-2390,1122,1474,1926,2571,3340,2940,1697,238,-2377,6434,40735,6281
-1,1728,914,1220,1623,2124,2288,2179,1162,163,-1628,2479,1116,1543,1265,278,2,1229,1607,2139,2769,2916,2773,1481,208,-2075,1199,1565,2083,2694,2855,2623,1450,204,-2032,6440,40794,6281
-1,1730,668,920,1185,1706,2432,2099,1235,173,-1731,2479,1134,1931,1393,538,1,1047,1416,1860,2511,3273,2992,1663,233,-2329,1031,1367,1797,2399,3259,2899,1656,232,-2319,6535,40658,6281
-1,1634,1145,1528,2089,2683,3070,2914,1560,219,-2185,2398,1153,1589,1269,320,2,1455,1913,2618,3364,3679,3503,1869,262,-2618,1426,1869,2566,3312,3632,3413,1845,259,-2585,5671,40969,6281
-1,1738,858,1167,1537,2105,2920,2668,1483,208,-2078,2489,1007,1987,1361,626,3,1070,1425,1827,2469,3229,2892,1640,230,-2298,1068,1401,1813,2392,3211,2816,1631,229,-2285,6503,40625,6281
-1,1713,744,1005,1300,1804,2562,2279,1301,183,-1823,2464,1044,1808,1363,445,2,1097,1448,1865,2497,3275,3010,1664,234,-2331,1058,1392,1813,2390,3103,2787,1576,221,-2208,6475,40640,6281
-1,1662,1088,1484,1938,2476,2838,2463,1442,202,-2020,2410,979,1374,1083,291,2,1427,1942,2502,3129,3460,3099,1758,247,-2462,1338,1806,2347,2944,3315,2815,1684,236,-2359,6261,40992,6281
-1,1745,806,1156,1630,2376,2734,2360,1389,195,-1946,2512,1144,2313,1364,950,2,1059,1469,2085,2760,3424,3102,1739,244,-2437,1008,1380,1997,2628,3285,2945,1669,234,-2338,6133,40574,6281
-1,1672,1028,1473,2018,2667,2578,2325,1310,184,-1835,2430,1093,1457,1212,245,0,1246,1703,2331,2930,2958,2755,1503,211,-2105,1270,1691,2320,2997,3046,2734,1547,217,-2168,5822,41007,6281
-1,1672,778,1101,1437,2125,2139,1830,1087,153,-1522,2430,1071,1880,1298,582,3,978,1287,1675,2165,2520,2321,1280,180,-1793,1062,1372,1765,2219,2622,2358,1332,187,-1866,5820,40995,6281
-1,1640,707,958,1196,1950,1739,1487,883,124,-1238,2395,1159,2019,1450,569,1,1129,1464,1904,2530,2550,2303,1295,182,-1815,1026,1332,1729,2308,2361,2082,1199,168,-1680,5842,40992,6281
-1,1635,849,1139,1448,2202,2190,1830,1113,156,-1559,2392,1140,1862,1316,546,2,1186,1551,2054,2662,2769,2498,1407,197,-1971,1210,1585,2104,2921,2883,2502,1465,206,-2052,5825,41004,6281
-1,1667,945,1323,1763,2451,2639,2323,1341,188,-1878,2425,1073,1677,1267,410,2,1203,1596,2133,2702,3149,2893,1600,225,-2241,1189,1602,2189,2915,3103,2790,1576,221,-2208,5826,41006,6281
-1,1664,1052,1465,1931,2549,2725,2540,1384,194,-1939,2423,1038,1429,1159,270,1,1224,1646,2211,2767,3105,2966,1577,221,-2210,1265,1743,2364,2965,3294,3104,1673,235,-2344,5836,40992,6281
262,1658,980,1373,1822,2426,2662,2378,1352,190,-1895,2417,1083,1477,1209,269,3,1200,1656,2213,2782,3174,2904,1612,226,-2259,1227,1653,2268,2923,3085,2811,1567,220,-2196,5829,40997,6281
-1,1623,564,923,1091,1956,1645,1332,836,117,-1171,2382,1192,2727,1666,1061,1,1000,1422,1770,2445,2703,2347,1373,193,-1924,979,1372,1751,2458,2673,2214,1358,191,-1902,5786,40992,6281
0,1702,941,1260,1535,2009,2860,2477,1453,204,-2035,2451,1013,2049,1226,823,3,1430,1827,2287,3003,3652,3185,1855,260,-2599,1328,1739,2154,2721,3637,3051,1848,259,-2588,6553,40637,6281
-1,1745,855,1219,1660,2425,3009,2661,1529,215,-2142,2513,1217,2309,1580,729,2,1184,1580,2168,2962,3683,3319,1871,263,-2621,1087,1467,2029,2801,3559,3199,1808,254,-2533,6066,40581,6281
301,1750,840,1224,1727,2456,2920,2613,1483,208,-2078,2522,1242,1891,1466,425,2,1085,1531,2219,2934,3635,3365,1847,259,-2587,1012,1428,2077,2795,3473,3157,1764,248,-2472,6241,40535,6281
85,1738,813,1068,1388,1866,2281,2055,1159,163,-1623,2487,1151,1701,1360,341,5,1168,1482,1945,2575,2899,2651,1473,207,-2063,1138,1459,1920,2482,2883,2548,1465,206,-2052,6689,40603,6281
-1,1668,923,1224,1627,2147,2441,2177,1240,174,-1737,2420,1072,1668,1284,384,1,1201,1587,2110,2765,2950,2665,1499,210,-2100,1150,1507,2016,2625,2890,2533,1468,206,-2057,6405,40887,6281
-1,1665,1221,1627,2100,2723,2967,2581,1507,212,-2112,2418,998,1617,1180,437,2,1564,2069,2627,3319,3515,3138,1786,251,-2502,1479,1946,2500,3136,3359,2914,1706,239,-2391,6316,40950,6281
-1,1744,798,1124,1525,2183,2890,2560,1468,206,-2057,2509,1178,2205,1424,781,1,1103,1508,2093,2819,3628,3290,1843,259,-2582,1052,1425,1986,2625,3472,3099,1764,248,-2471,6290,40569,6281
156,1648,851,1136,1458,2063,2950,2576,1499,210,-2100,2409,1231,2256,1532,724,5,1096,1445,1896,2618,3561,3073,1809,254,-2534,1048,1406,1918,2553,3474,3000,1765,248,-2472,5755,40965,6281
-1,1711,728,988,1278,1842,2599,2285,1320,185,-1850,2459,1084,1949,1377,572,2,1097,1453,1887,2518,3343,3026,1698,238,-2379,1042,1372,1805,2407,3269,2842,1661,233,-2327,6364,40635,6161
-1,1651,1097,1736,2249,2906,3414,3058,1734,243,-2430,2411,874,1703,1307,396,1,1377,1888,2675,3498,3676,3400,1867,262,-2616,1193,1766,2401,3101,3689,3302,1874,263,-2625,5753,40970,6281
-1,1658,1304,1925,2639,3465,3773,3358,1917,269,-2685,2418,976,1638,1260,379,2,1756,2512,3353,4254,4495,4041,2283,320,-3199,1455,2024,2874,3734,4018,3679,2041,286,-2860,5832,40941,6281
68,1652,873,1190,1558,1972,2233,1890,1134,159,-1589,2406,780,1175,934,241,4,1132,1509,1961,2383,2662,2348,1352,190,-1895,1079,1439,1873,2254,2530,2182,1285,180,-1801,5906,40991,6281
-1,1657,994,1312,1662,2230,2587,2362,1314,184,-1841,2411,1077,1589,1277,312,3,1311,1727,2197,2860,3275,3038,1664,234,-2331,1276,1671,2159,2771,3135,2829,1593,224,-2231,6053,40971,6281
315,1691,1131,1595,2250,2827,3004,2566,1526,214,-2138,2455,986,1325,1094,231,3,1520,2083,2900,3528,3791,3282,1926,270,-2698,1451,1949,2777,3470,3602,3135,1830,257,-2564,5956,40915,6281
-1,1722,906,1310,1985,2777,3230,2911,1641,230,-2299,2489,1227,2037,1393,644,2,1018,1434,2195,2911,3527,3298,1792,251,-2510,1072,1512,2259,2970,3689,3395,1874,263,-2625,6277,40535,6281
67,1787,794,1201,1768,2497,3104,2675,1577,221,-2209,2557,1196,2117,1419,698,3,1045,1544,2308,3058,3969,3446,2016,283,-2825,941,1401,2144,2855,3743,3186,1901,267,-2664,6214,40518,6281
-1,1681,1109,1461,1843,2371,2759,2369,1402,197,-1964,2433,969,1540,1203,337,2,1473,1916,2403,3143,3606,3098,1832,257,-2566,1502,1978,2459,3156,3543,3007,1800,253,-2522,6385,40814,6281
-1,1736,775,1166,1623,2383,2924,2573,1485,208,-2081,2503,1207,2398,1516,882,1,1021,1425,1998,2730,3628,3317,1843,259,-2582,1018,1391,1975,2648,3485,3196,1770,248,-2480,6253,40540,6281
-1,1638,989,1334,1724,2231,2258,2032,1147,161,-1607,2394,935,1285,1041,244,2,1271,1680,2217,2720,2650,2450,1346,189,-1886,1247,1694,2277,2845,2837,2552,1441,202,-2019,5809,41003,6281
-1,1729,929,1204,1585,2053,2169,2044,1102,155,-1544,2479,1053,1490,1241,249,2,1334,1749,2333,2981,3027,2874,1538,216,-2154,1255,1625,2145,2782,2954,2709,1501,211,-2102,6456,40703,6281
306,1763,827,1242,1834,2565,3126,2686,1588,223,-2225,2532,1181,2062,1401,661,7,1058,1543,2353,3136,4024,3525,2044,287,-2864,1002,1427,2195,2899,3748,3220,1904,267,-2667,6376,40499,6281
292,1747,809,1169,1611,2430,2787,2387,1416,199,-1984,2515,1226,2389,1499,890,4,1056,1475,2078,2808,3451,3115,1753,246,-2456,1015,1409,2018,2690,3346,3007,1700,239,-2381,6141,40588,6281
-1,1638,905,1245,1701,2285,2722,2502,1383,194,-1937,2402,1187,1871,1388,483,2,1198,1612,2240,2953,3402,3149,1728,243,-2421,1167,1573,2217,2919,3357,3053,1705,239,-2389,5702,40961,6281
225,1658,1501,1940,2467,3032,2973,2685,1510,212,-2116,2412,799,1149,938,211,3,1712,2272,2823,3389,3261,2947,1657,233,-2321,1637,2163,2709,3246,3082,2708,1566,220,-2193,6047,40972,6281
-1,1763,829,1181,1665,2399,2863,2437,1454,204,-2038,2529,1181,2347,1414,934,0,1037,1450,2093,2795,3493,3065,1774,249,-2486,1010,1403,2059,2694,3382,2963,1718,241,-2407,6224,40556,6281
135,1729,999,1297,1713,2331,2572,2335,1307,183,-1830,2480,1158,1642,1362,280,1,1347,1757,2314,3050,3319,3079,1686,237,-2362,1292,1677,2240,2962,3248,2905,1650,232,-2312,6397,40818,6281
126,1712,1212,1635,1949,2493,3495,2703,1775,249,-2487,2460,960,1461,1119,342,7,1752,2340,2840,3499,4608,3750,2341,329,-3280,1698,2281,2758,3385,4418,3563,2244,315,-3144,6445,40826,6281
-1,1679,1605,2133,2632,3207,3361,3098,1707,240,-2392,2431,903,1283,990,293,2,1948,2526,3123,3783,3976,3744,2020,283,-2830,1860,2404,2987,3640,3820,3475,1941,272,-2719,6389,40738,6281
84,1750,846,1226,1847,2629,3589,2918,1823,256,-2554,2518,1206,1934,1377,557,4,1023,1440,2280,3012,4448,3666,2260,317,-3166,1006,1406,2234,2950,4299,3480,2184,307,-3060,6233,40527,6281
-1,1730,913,1352,2011,2802,3167,2836,1609,226,-2254,2498,1177,2051,1353,699,3,934,1337,1996,2617,3143,2911,1597,224,-2237,1044,1456,2193,2880,3595,3281,1826,256,-2559,6297,40538,6281
90,1670,1349,1880,2402,2965,2965,2594,1506,211,-2110,2418,755,1157,887,271,2,1743,2379,2929,3551,3534,3183,1795,252,-2515,1765,2422,2965,3597,3642,3135,1850,260,-2592,6373,40977,6281
-1,1672,1135,1586,2377,3268,3810,3338,1935,272,-2712,2439,1183,1744,1307,438,3,1350,1829,2736,3547,4277,3859,2173,305,-3044,1320,1794,2706,3511,4133,3690,2100,295,-2941,5951,40904,6281
72,1678,785,1064,1380,1729,2086,1799,1060,149,-1485,2425,827,1330,987,343,4,1112,1494,1953,2389,2763,2427,1404,197,-1966,1028,1370,1807,2239,2616,2219,1329,187,-1862,6399,40980,6281
322,1689,841,1096,1366,1795,2374,2019,1206,169,-1690,2442,996,1686,1214,473,5,1209,1627,2047,2619,3191,2842,1621,228,-2271,1131,1523,1920,2450,3096,2644,1573,221,-2203,6424,40685,6281
168,1768,1044,1541,2266,2976,3400,2903,1727,242,-2420,2534,1096,1468,1224,244,20,1082,1601,2370,2987,3421,3011,1738,244,-2435,997,1479,2211,2788,3289,2868,1671,235,-2341,6349,40520,6281
205,1677,1579,2060,2621,3276,3622,3046,1840,258,-2578,2434,935,1131,1044,87,34,1790,2282,2950,3572,3709,3245,1884,264,-2640,1706,2159,2812,3469,3651,3151,1855,260,-2598,6123,40951,6281
177,1689,519,695,850,1237,1749,1510,888,125,-1245,2490,1058,2848,1471,1377,14,558,787,1030,1426,2008,1753,1020,143,-1429,559,777,1022,1405,2042,1792,1037,146,-1453,6218,40855,6281
138,1602,629,887,1086,1502,1531,1289,778,109,-1090,2402,691,1962,1220,742,10,692,975,1217,1568,1654,1424,840,118,-1177,611,867,1049,1439,1517,1291,771,108,-1080,6115,40929,6281
184,1608,615,863,1054,1426,1462,1240,743,104,-1041,2412,636,1898,1104,794,11,678,946,1167,1485,1594,1407,810,114,-1134,670,944,1188,1490,1555,1368,790,111,-1107,6138,40920,6281
15,1603,576,809,957,1351,1486,1200,755,106,-1058,2404,636,2069,1170,899,10,679,954,1152,1523,1687,1418,857,120,-1201,675,939,1143,1496,1655,1399,841,118,-1178,6150,40915,6281
-1,1311,1256,1812,2478,3199,3663,3374,1861,261,-2607,2114,915,1568,1246,323,5,1384,2065,2805,3578,3991,3743,2027,285,-2840,1349,2018,2780,3544,3998,3644,2031,285,-2845,4567,42563,6151
293,1319,673,1012,1455,2020,2021,1864,1027,144,-1438,2121,1064,1872,1427,445,3,856,1262,1833,2412,2467,2270,1253,176,-1756,865,1277,1866,2476,2504,2297,1272,179,-1782,4625,42553,6151
-1,1305,842,1252,1679,2542,2822,2538,1434,201,-2008,2108,1140,3016,1927,1089,0,949,1438,1998,3384,3263,2756,1658,233,-2322,951,1451,1932,3160,3290,2806,1671,235,-2341,4658,42576,6151
-1,1302,750,1153,1558,2669,2493,2129,1266,178,-1774,2107,1122,2881,1993,888,2,939,1396,2063,3200,2927,2546,1487,209,-2083,866,1348,1880,3200,3016,2488,1532,215,-2146,4649,42558,6151
169,1311,943,1358,1908,3136,2721,2355,1382,194,-1937,2116,1043,2754,1544,1211,2,1068,1590,2200,3545,2984,2643,1516,213,-2124,1065,1596,2191,3475,3029,2613,1539,216,-2156,4576,42580,6151
-1,1478,579,765,942,1304,1411,1207,717,101,-1004,2274,980,2157,1519,638,3,759,1011,1255,1769,1709,1439,868,122,-1216,726,949,1198,1640,1652,1368,839,118,-1176,5628,41906,6151
207,1314,1093,1598,2347,3091,3106,2854,1578,221,-2211,2120,977,1886,1264,622,6,1186,1700,2448,3312,3154,2868,1602,225,-2245,1162,1693,2419,3298,3214,2849,1633,229,-2287,4572,42587,6151
-1,1309,1169,1717,2427,3114,3214,2994,1633,229,-2287,2112,1025,1632,1242,390,1,1296,1902,2726,3437,3636,3422,1847,259,-2588,1210,1777,2589,3377,3481,3178,1768,248,-2477,4592,42573,6151
-1,1314,674,1032,1434,2580,2611,2095,1326,186,-1858,2115,1366,3756,2218,1538,0,741,1182,1619,3333,2847,2162,1446,203,-2026,774,1206,1622,3325,3043,2321,1546,217,-2166,4552,42561,6151
153,1318,846,1270,2002,2581,2601,2521,1321,185,-1851,2120,1029,1425,1205,220,7,926,1407,2175,2733,2602,2378,1322,186,-1852,925,1396,2188,2825,2799,2571,1422,200,-1992,4804,42544,6151
70,1475,656,914,1205,1597,1623,1396,824,116,-1155,2267,910,1867,1200,667,10,810,1165,1498,1867,2213,1862,1124,158,-1575,874,1242,1644,2044,2308,2029,1172,165,-1643,5495,41941,6281
166,1463,582,832,1079,1519,1561,1275,793,111,-1111,2262,918,2304,1305,999,10,601,869,1105,1444,1510,1299,767,108,-1075,586,853,1099,1407,1588,1382,807,113,-1130,5468,41944,6281
117,1446,609,812,1034,1314,1237,1056,628,88,-880,2243,534,2118,1027,1091,7,640,853,1011,1232,1374,1238,698,98,-978,635,852,1033,1224,1373,1226,697,98,-977,5381,41960,6281
-1,1387,434,689,1038,1380,1300,1195,660,93,-925,2188,691,1796,995,801,2,611,833,1188,1449,1447,1338,735,103,-1030,552,816,1212,1447,1374,1279,698,98,-978,5163,42451,6281
121,1407,650,917,1267,1679,1868,1559,949,133,-1329,2207,860,1790,1148,642,10,778,1130,1576,1962,1932,1780,981,138,-1375,743,1062,1530,1960,1953,1676,992,139,-1390,5233,42060,6151
-1,1622,593,774,842,1238,1516,1209,770,108,-1079,2421,458,1928,989,940,2,719,926,1070,1396,1711,1406,869,122,-1218,740,953,1116,1386,1703,1431,865,121,-1212,6288,40890,6281
-1,1453,576,748,853,1109,1518,1203,771,108,-1080,2251,392,2319,1061,1258,2,616,841,1001,1248,1555,1288,790,111,-1107,684,955,1145,1450,1786,1385,907,127,-1271,5449,41958,6281
0,1629,626,805,980,1342,1437,1171,730,102,-1023,2424,786,3452,1286,2166,2,760,983,1155,1503,1610,1316,818,115,-1146,735,960,1152,1474,1620,1308,823,116,-1153,6388,40877,6281
-1,1619,515,690,788,1078,1317,1087,669,94,-937,2419,477,1968,902,1066,2,666,879,1034,1319,1575,1316,800,112,-1121,693,917,1110,1362,1591,1360,808,113,-1132,6267,40898,6281
-1,1613,639,853,984,1380,1646,1328,836,117,-1171,2414,582,1949,1000,949,2,743,996,1179,1516,1810,1500,919,129,-1288,738,981,1179,1492,1784,1499,906,127,-1270,6219,40873,6281
46,1651,446,639,800,1163,1410,1165,716,101,-1003,2431,1155,2737,1636,1102,25,608,816,1047,1426,1785,1578,907,127,-1270,595,797,1035,1408,1748,1498,888,125,-1244,6287,40859,6281
-1,1617,592,782,872,1290,1534,1250,779,109,-1092,2417,571,1823,988,835,2,717,946,1122,1443,1741,1457,884,124,-1239,735,962,1143,1420,1691,1461,859,121,-1203,6267,40898,6281
-1,1621,554,686,776,1024,1339,1146,680,95,-953,2421,587,2053,1056,997,2,681,879,1007,1310,1590,1323,808,113,-1132,705,902,1062,1334,1618,1343,822,115,-1152,6288,40890,6281
113,1474,891,1249,1722,2110,2539,2238,1290,181,-1807,2280,868,1624,1042,582,3,899,1259,1748,2197,2641,2262,1342,188,-1880,960,1351,1854,2242,2664,2383,1353,190,-1896,5283,41937,6281
59,1317,507,747,1004,1200,1290,1223,655,92,-918,2117,513,1619,795,825,2,551,864,1135,1324,1436,1342,729,102,-1022,490,800,1098,1277,1376,1302,699,98,-979,4586,42557,6281
-1,1313,661,990,1505,1879,1842,1728,936,131,-1311,2113,827,1286,1002,284,2,827,1251,1852,2223,2302,2185,1169,164,-1638,768,1183,1846,2267,2139,2026,1087,153,-1522,4576,42562,6281
-1,1314,694,1087,1558,1964,2010,1870,1021,143,-1431,2114,630,1803,976,828,2,695,1113,1532,1823,2013,1901,1023,144,-1433,770,1188,1678,2024,2023,1895,1028,144,-1440,4579,42560,6281
287,1311,609,838,1113,1736,1966,1779,999,140,-1399,2113,1240,2246,1738,508,11,811,1149,1572,2200,2552,2309,1296,182,-1816,712,1020,1387,1951,2374,2144,1206,169,-1690,4607,42573,6281
-1,1315,943,1415,2162,2673,2850,2622,1448,203,-2028,2114,941,1190,1025,165,3,1118,1646,2504,3054,3307,3070,1680,236,-2354,1061,1600,2485,3048,3258,2960,1655,232,-2319,4620,42564,6281
0,1311,900,1262,1743,2062,2069,1795,1051,148,-1473,2111,533,890,696,194,2,992,1517,2132,2403,2267,2049,1152,162,-1613,953,1481,2094,2405,2345,2024,1191,167,-1669,4610,42564,6281
66,1414,656,951,1370,1771,1956,1763,994,139,-1392,2216,790,1577,1082,495,5,700,1015,1455,1788,2006,1807,1019,143,-1428,696,1022,1483,1787,2053,1929,1043,146,-1461,5383,41946,6151
72,1316,605,882,1199,2109,2230,1885,1133,159,-1587,2114,1482,3472,2344,1128,4,822,1166,1472,2673,2825,2386,1435,201,-2011,804,1154,1541,2689,2871,2318,1458,205,-2043,4668,42542,6151
252,1314,1204,1764,2431,3146,3794,3466,1927,271,-2700,2115,1066,1971,1437,534,4,1291,1869,2560,3435,4106,3811,2086,293,-2922,1370,1981,2715,3538,4237,3855,2152,302,-3015,4563,42554,6151
315,1465,572,816,1177,1621,1622,1415,824,116,-1154,2262,1053,2123,1363,760,14,726,1033,1503,2066,1987,1807,1009,142,-1414,713,1016,1480,1979,1957,1711,994,140,-1393,5632,41917,6281
65,1438,525,789,1085,1461,1417,1257,720,101,-1008,2237,879,1985,1170,815,7,562,837,1198,1499,1496,1355,760,107,-1065,576,852,1193,1466,1499,1361,761,107,-1067,5499,41921,6281
21,1607,581,816,966,1363,1489,1201,756,106,-1060,2406,685,2432,1271,1161,13,691,965,1166,1585,1738,1452,883,124,-1237,702,975,1192,1572,1721,1454,874,123,-1225,6150,40915,6281
-1,1407,530,695,811,1274,1132,963,575,81,-806,2203,688,4092,1676,2417,2,504,739,879,1514,1210,999,615,86,-861,472,691,837,1431,1170,968,594,83,-833,5152,41980,6151
